timestamp,location_id,parameter,value,unit,quality_index
2026-02-12T13:49:56.653703,SITE-100,humidity,90.19,%,56.4
2026-02-12T14:04:56.653703,SITE-100,humidity,90.7,%,55.7
2026-02-12T14:19:56.653703,SITE-100,humidity,89.58,%,57.2
2026-02-12T14:34:56.653703,SITE-100,humidity,89.3,%,57.6
2026-02-12T14:49:56.653703,SITE-100,humidity,89.53,%,57.3
2026-02-12T15:04:56.653703,SITE-100,humidity,87.26,%,60.3
2026-02-12T15:19:56.653703,SITE-100,humidity,91.49,%,54.7
2026-02-12T15:34:56.653703,SITE-100,humidity,92.96,%,52.7
2026-02-12T15:49:56.653703,SITE-100,humidity,92.6,%,53.2
2026-02-12T16:04:56.653703,SITE-100,humidity,93.62,%,51.8
2026-02-12T16:19:56.653703,SITE-100,humidity,92.89,%,52.8
2026-02-12T16:34:56.653703,SITE-100,humidity,93.49,%,52.0
2026-02-12T16:49:56.653703,SITE-100,humidity,92.19,%,53.7
2026-02-12T17:04:56.653703,SITE-100,humidity,93.73,%,51.7
2026-02-12T17:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-12T17:34:56.653703,SITE-100,humidity,94.38,%,50.8
2026-02-12T17:49:56.653703,SITE-100,humidity,94.29,%,50.9
2026-02-12T18:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-12T18:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-12T18:34:56.653703,SITE-100,humidity,94.99,%,50.0
2026-02-12T18:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-12T19:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-12T19:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-12T19:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-12T19:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-12T20:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-12T20:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-12T20:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-12T20:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-12T21:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-12T21:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-12T21:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-12T21:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-12T22:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-12T22:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-12T22:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-12T22:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-12T23:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-12T23:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-12T23:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-12T23:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T00:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T00:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T00:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T00:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T01:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T01:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T01:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T01:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T02:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T02:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T02:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T02:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T03:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T03:19:56.653703,SITE-100,humidity,92.86,%,52.9
2026-02-13T03:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T03:49:56.653703,SITE-100,humidity,94.72,%,50.4
2026-02-13T04:04:56.653703,SITE-100,humidity,93.4,%,52.1
2026-02-13T04:19:56.653703,SITE-100,humidity,94.19,%,51.1
2026-02-13T04:34:56.653703,SITE-100,humidity,91.89,%,54.1
2026-02-13T04:49:56.653703,SITE-100,humidity,93.0,%,52.7
2026-02-13T05:04:56.653703,SITE-100,humidity,91.81,%,54.3
2026-02-13T05:19:56.653703,SITE-100,humidity,90.56,%,55.9
2026-02-13T05:34:56.653703,SITE-100,humidity,90.91,%,55.5
2026-02-13T05:49:56.653703,SITE-100,humidity,92.07,%,53.9
2026-02-13T06:04:56.653703,SITE-100,humidity,87.34,%,60.2
2026-02-13T06:19:56.653703,SITE-100,humidity,89.91,%,56.8
2026-02-13T06:34:56.653703,SITE-100,humidity,89.38,%,57.5
2026-02-13T06:49:56.653703,SITE-100,humidity,87.87,%,59.5
2026-02-13T07:04:56.653703,SITE-100,humidity,86.77,%,61.0
2026-02-13T07:19:56.653703,SITE-100,humidity,89.08,%,57.9
2026-02-13T07:34:56.653703,SITE-100,humidity,86.98,%,60.7
2026-02-13T07:49:56.653703,SITE-100,humidity,87.25,%,60.3
2026-02-13T08:04:56.653703,SITE-100,humidity,85.25,%,63.0
2026-02-13T08:19:56.653703,SITE-100,humidity,85.99,%,62.0
2026-02-13T08:34:56.653703,SITE-100,humidity,85.83,%,62.2
2026-02-13T08:49:56.653703,SITE-100,humidity,84.22,%,64.4
2026-02-13T09:04:56.653703,SITE-100,humidity,84.14,%,64.5
2026-02-13T09:19:56.653703,SITE-100,humidity,86.4,%,61.5
2026-02-13T09:34:56.653703,SITE-100,humidity,87.42,%,60.1
2026-02-13T09:49:56.653703,SITE-100,humidity,84.85,%,63.5
2026-02-13T10:04:56.653703,SITE-100,humidity,86.33,%,61.6
2026-02-13T10:19:56.653703,SITE-100,humidity,84.68,%,63.8
2026-02-13T10:34:56.653703,SITE-100,humidity,83.68,%,65.1
2026-02-13T10:49:56.653703,SITE-100,humidity,85.07,%,63.2
2026-02-13T11:04:56.653703,SITE-100,humidity,86.84,%,60.9
2026-02-13T11:19:56.653703,SITE-100,humidity,85.17,%,63.1
2026-02-13T11:34:56.653703,SITE-100,humidity,86.4,%,61.5
2026-02-13T11:49:56.653703,SITE-100,humidity,84.51,%,64.0
2026-02-13T12:04:56.653703,SITE-100,humidity,86.73,%,61.0
2026-02-13T12:19:56.653703,SITE-100,humidity,85.73,%,62.4
2026-02-13T12:34:56.653703,SITE-100,humidity,85.69,%,62.4
2026-02-13T12:49:56.653703,SITE-100,humidity,87.85,%,59.5
2026-02-13T13:04:56.653703,SITE-100,humidity,88.41,%,58.8
2026-02-13T13:19:56.653703,SITE-100,humidity,85.92,%,62.1
2026-02-13T13:34:56.653703,SITE-100,humidity,86.86,%,60.9
2026-02-13T13:49:56.653703,SITE-100,humidity,85.49,%,62.7
2026-02-13T14:04:56.653703,SITE-100,humidity,89.6,%,57.2
2026-02-13T14:19:56.653703,SITE-100,humidity,89.49,%,57.3
2026-02-13T14:34:56.653703,SITE-100,humidity,90.57,%,55.9
2026-02-13T14:49:56.653703,SITE-100,humidity,86.51,%,61.3
2026-02-13T15:04:56.653703,SITE-100,humidity,91.66,%,54.5
2026-02-13T15:19:56.653703,SITE-100,humidity,90.83,%,55.6
2026-02-13T15:34:56.653703,SITE-100,humidity,90.79,%,55.6
2026-02-13T15:49:56.653703,SITE-100,humidity,88.29,%,58.9
2026-02-13T16:04:56.653703,SITE-100,humidity,93.03,%,52.6
2026-02-13T16:19:56.653703,SITE-100,humidity,91.18,%,55.1
2026-02-13T16:34:56.653703,SITE-100,humidity,93.14,%,52.5
2026-02-13T16:49:56.653703,SITE-100,humidity,92.37,%,53.5
2026-02-13T17:04:56.653703,SITE-100,humidity,89.98,%,56.7
2026-02-13T17:19:56.653703,SITE-100,humidity,94.15,%,51.1
2026-02-13T17:34:56.653703,SITE-100,humidity,93.91,%,51.5
2026-02-13T17:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T18:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T18:19:56.653703,SITE-100,humidity,94.37,%,50.8
2026-02-13T18:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T18:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T19:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T19:19:56.653703,SITE-100,humidity,94.94,%,50.1
2026-02-13T19:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T19:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T20:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T20:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T20:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T20:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T21:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T21:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T21:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T21:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T22:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T22:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T22:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T22:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T23:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T23:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T23:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-13T23:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T00:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T00:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T00:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T00:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T01:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T01:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T01:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T01:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T02:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T02:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T02:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T02:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T03:04:56.653703,SITE-100,humidity,93.47,%,52.0
2026-02-14T03:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T03:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T03:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T04:04:56.653703,SITE-100,humidity,93.67,%,51.8
2026-02-14T04:19:56.653703,SITE-100,humidity,93.12,%,52.5
2026-02-14T04:34:56.653703,SITE-100,humidity,91.01,%,55.3
2026-02-14T04:49:56.653703,SITE-100,humidity,94.21,%,51.1
2026-02-14T05:04:56.653703,SITE-100,humidity,91.18,%,55.1
2026-02-14T05:19:56.653703,SITE-100,humidity,93.91,%,51.5
2026-02-14T05:34:56.653703,SITE-100,humidity,89.95,%,56.7
2026-02-14T05:49:56.653703,SITE-100,humidity,91.68,%,54.4
2026-02-14T06:04:56.653703,SITE-100,humidity,90.5,%,56.0
2026-02-14T06:19:56.653703,SITE-100,humidity,87.97,%,59.4
2026-02-14T06:34:56.653703,SITE-100,humidity,89.34,%,57.5
2026-02-14T06:49:56.653703,SITE-100,humidity,88.61,%,58.5
2026-02-14T07:04:56.653703,SITE-100,humidity,87.87,%,59.5
2026-02-14T07:19:56.653703,SITE-100,humidity,86.71,%,61.1
2026-02-14T07:34:56.653703,SITE-100,humidity,88.37,%,58.8
2026-02-14T07:49:56.653703,SITE-100,humidity,87.08,%,60.6
2026-02-14T08:04:56.653703,SITE-100,humidity,85.22,%,63.0
2026-02-14T08:19:56.653703,SITE-100,humidity,88.43,%,58.8
2026-02-14T08:34:56.653703,SITE-100,humidity,85.59,%,62.5
2026-02-14T08:49:56.653703,SITE-100,humidity,86.72,%,61.0
2026-02-14T09:04:56.653703,SITE-100,humidity,88.11,%,59.2
2026-02-14T09:19:56.653703,SITE-100,humidity,87.55,%,59.9
2026-02-14T09:34:56.653703,SITE-100,humidity,84.94,%,63.4
2026-02-14T09:49:56.653703,SITE-100,humidity,83.52,%,65.3
2026-02-14T10:04:56.653703,SITE-100,humidity,84.43,%,64.1
2026-02-14T10:19:56.653703,SITE-100,humidity,85.91,%,62.1
2026-02-14T10:34:56.653703,SITE-100,humidity,83.76,%,65.0
2026-02-14T10:49:56.653703,SITE-100,humidity,85.43,%,62.8
2026-02-14T11:04:56.653703,SITE-100,humidity,88.44,%,58.7
2026-02-14T11:19:56.653703,SITE-100,humidity,85.57,%,62.6
2026-02-14T11:34:56.653703,SITE-100,humidity,87.89,%,59.5
2026-02-14T11:49:56.653703,SITE-100,humidity,84.58,%,63.9
2026-02-14T12:04:56.653703,SITE-100,humidity,88.15,%,59.1
2026-02-14T12:19:56.653703,SITE-100,humidity,84.31,%,64.3
2026-02-14T12:34:56.653703,SITE-100,humidity,86.49,%,61.3
2026-02-14T12:49:56.653703,SITE-100,humidity,84.92,%,63.4
2026-02-14T13:04:56.653703,SITE-100,humidity,85.93,%,62.1
2026-02-14T13:19:56.653703,SITE-100,humidity,88.47,%,58.7
2026-02-14T13:34:56.653703,SITE-100,humidity,86.27,%,61.6
2026-02-14T13:49:56.653703,SITE-100,humidity,89.43,%,57.4
2026-02-14T14:04:56.653703,SITE-100,humidity,88.84,%,58.2
2026-02-14T14:19:56.653703,SITE-100,humidity,89.88,%,56.8
2026-02-14T14:34:56.653703,SITE-100,humidity,89.17,%,57.8
2026-02-14T14:49:56.653703,SITE-100,humidity,88.25,%,59.0
2026-02-14T15:04:56.653703,SITE-100,humidity,88.09,%,59.2
2026-02-14T15:19:56.653703,SITE-100,humidity,87.77,%,59.6
2026-02-14T15:34:56.653703,SITE-100,humidity,91.24,%,55.0
2026-02-14T15:49:56.653703,SITE-100,humidity,92.8,%,52.9
2026-02-14T16:04:56.653703,SITE-100,humidity,89.88,%,56.8
2026-02-14T16:19:56.653703,SITE-100,humidity,93.99,%,51.3
2026-02-14T16:34:56.653703,SITE-100,humidity,91.86,%,54.2
2026-02-14T16:49:56.653703,SITE-100,humidity,92.82,%,52.9
2026-02-14T17:04:56.653703,SITE-100,humidity,93.79,%,51.6
2026-02-14T17:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T17:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T17:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T18:04:56.653703,SITE-100,humidity,93.46,%,52.1
2026-02-14T18:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T18:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T18:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T19:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T19:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T19:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T19:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T20:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T20:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T20:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T20:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T21:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T21:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T21:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T21:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T22:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T22:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T22:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T22:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T23:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T23:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T23:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-14T23:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T00:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T00:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T00:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T00:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T01:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T01:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T01:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T01:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T02:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T02:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T02:34:56.653703,SITE-100,humidity,93.59,%,51.9
2026-02-15T02:49:56.653703,SITE-100,humidity,94.06,%,51.3
2026-02-15T03:04:56.653703,SITE-100,humidity,94.8,%,50.3
2026-02-15T03:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T03:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T03:49:56.653703,SITE-100,humidity,91.13,%,55.2
2026-02-15T04:04:56.653703,SITE-100,humidity,91.68,%,54.4
2026-02-15T04:19:56.653703,SITE-100,humidity,92.34,%,53.5
2026-02-15T04:34:56.653703,SITE-100,humidity,93.66,%,51.8
2026-02-15T04:49:56.653703,SITE-100,humidity,91.7,%,54.4
2026-02-15T05:04:56.653703,SITE-100,humidity,93.77,%,51.6
2026-02-15T05:19:56.653703,SITE-100,humidity,92.46,%,53.4
2026-02-15T05:34:56.653703,SITE-100,humidity,90.47,%,56.0
2026-02-15T05:49:56.653703,SITE-100,humidity,90.2,%,56.4
2026-02-15T06:04:56.653703,SITE-100,humidity,87.59,%,59.9
2026-02-15T06:19:56.653703,SITE-100,humidity,90.58,%,55.9
2026-02-15T06:34:56.653703,SITE-100,humidity,89.82,%,56.9
2026-02-15T06:49:56.653703,SITE-100,humidity,87.23,%,60.4
2026-02-15T07:04:56.653703,SITE-100,humidity,87.81,%,59.6
2026-02-15T07:19:56.653703,SITE-100,humidity,89.52,%,57.3
2026-02-15T07:34:56.653703,SITE-100,humidity,87.46,%,60.1
2026-02-15T07:49:56.653703,SITE-100,humidity,87.79,%,59.6
2026-02-15T08:04:56.653703,SITE-100,humidity,86.71,%,61.1
2026-02-15T08:19:56.653703,SITE-100,humidity,87.53,%,60.0
2026-02-15T08:34:56.653703,SITE-100,humidity,84.18,%,64.4
2026-02-15T08:49:56.653703,SITE-100,humidity,84.73,%,63.7
2026-02-15T09:04:56.653703,SITE-100,humidity,83.93,%,64.8
2026-02-15T09:19:56.653703,SITE-100,humidity,85.74,%,62.3
2026-02-15T09:34:56.653703,SITE-100,humidity,86.27,%,61.6
2026-02-15T09:49:56.653703,SITE-100,humidity,86.42,%,61.4
2026-02-15T10:04:56.653703,SITE-100,humidity,84.76,%,63.7
2026-02-15T10:19:56.653703,SITE-100,humidity,86.51,%,61.3
2026-02-15T10:34:56.653703,SITE-100,humidity,88.66,%,58.5
2026-02-15T10:49:56.653703,SITE-100,humidity,85.94,%,62.1
2026-02-15T11:04:56.653703,SITE-100,humidity,86.14,%,61.8
2026-02-15T11:19:56.653703,SITE-100,humidity,82.6,%,66.5
2026-02-15T11:34:56.653703,SITE-100,humidity,85.27,%,63.0
2026-02-15T11:49:56.653703,SITE-100,humidity,85.11,%,63.2
2026-02-15T12:04:56.653703,SITE-100,humidity,86.49,%,61.3
2026-02-15T12:19:56.653703,SITE-100,humidity,84.81,%,63.6
2026-02-15T12:34:56.653703,SITE-100,humidity,84.24,%,64.3
2026-02-15T12:49:56.653703,SITE-100,humidity,89.81,%,56.9
2026-02-15T13:04:56.653703,SITE-100,humidity,86.58,%,61.2
2026-02-15T13:19:56.653703,SITE-100,humidity,87.09,%,60.5
2026-02-15T13:34:56.653703,SITE-100,humidity,87.78,%,59.6
2026-02-15T13:49:56.653703,SITE-100,humidity,87.03,%,60.6
2026-02-15T14:04:56.653703,SITE-100,humidity,85.05,%,63.3
2026-02-15T14:19:56.653703,SITE-100,humidity,89.93,%,56.8
2026-02-15T14:34:56.653703,SITE-100,humidity,86.96,%,60.7
2026-02-15T14:49:56.653703,SITE-100,humidity,91.13,%,55.2
2026-02-15T15:04:56.653703,SITE-100,humidity,93.21,%,52.4
2026-02-15T15:19:56.653703,SITE-100,humidity,90.16,%,56.5
2026-02-15T15:34:56.653703,SITE-100,humidity,89.61,%,57.2
2026-02-15T15:49:56.653703,SITE-100,humidity,93.3,%,52.3
2026-02-15T16:04:56.653703,SITE-100,humidity,90.7,%,55.7
2026-02-15T16:19:56.653703,SITE-100,humidity,93.02,%,52.6
2026-02-15T16:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T16:49:56.653703,SITE-100,humidity,93.61,%,51.9
2026-02-15T17:04:56.653703,SITE-100,humidity,92.48,%,53.4
2026-02-15T17:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T17:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T17:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T18:04:56.653703,SITE-100,humidity,93.57,%,51.9
2026-02-15T18:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T18:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T18:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T19:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T19:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T19:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T19:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T20:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T20:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T20:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T20:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T21:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T21:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T21:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T21:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T22:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T22:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T22:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T22:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T23:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T23:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T23:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-15T23:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-16T00:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-16T00:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-16T00:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-16T00:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-16T01:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-16T01:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-16T01:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-16T01:49:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-16T02:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-16T02:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-16T02:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-16T02:49:56.653703,SITE-100,humidity,94.59,%,50.5
2026-02-16T03:04:56.653703,SITE-100,humidity,92.17,%,53.8
2026-02-16T03:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-16T03:34:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-16T03:49:56.653703,SITE-100,humidity,93.2,%,52.4
2026-02-16T04:04:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-16T04:19:56.653703,SITE-100,humidity,95.0,%,50.0
2026-02-16T04:34:56.653703,SITE-100,humidity,91.3,%,54.9
2026-02-16T04:49:56.653703,SITE-100,humidity,91.26,%,55.0
2026-02-16T05:04:56.653703,SITE-100,humidity,92.78,%,53.0
2026-02-16T05:19:56.653703,SITE-100,humidity,93.22,%,52.4
2026-02-16T05:34:56.653703,SITE-100,humidity,89.17,%,57.8
2026-02-16T05:49:56.653703,SITE-100,humidity,91.54,%,54.6
2026-02-16T06:04:56.653703,SITE-100,humidity,90.48,%,56.0
2026-02-16T06:19:56.653703,SITE-100,humidity,88.81,%,58.3
2026-02-16T06:34:56.653703,SITE-100,humidity,89.75,%,57.0
2026-02-16T06:49:56.653703,SITE-100,humidity,89.37,%,57.5
2026-02-16T07:04:56.653703,SITE-100,humidity,88.4,%,58.8
2026-02-16T07:19:56.653703,SITE-100,humidity,87.9,%,59.5
2026-02-16T07:34:56.653703,SITE-100,humidity,86.36,%,61.5
2026-02-16T07:49:56.653703,SITE-100,humidity,86.6,%,61.2
2026-02-16T08:04:56.653703,SITE-100,humidity,87.79,%,59.6
2026-02-16T08:19:56.653703,SITE-100,humidity,87.61,%,59.9
2026-02-16T08:34:56.653703,SITE-100,humidity,84.69,%,63.7
2026-02-16T08:49:56.653703,SITE-100,humidity,89.42,%,57.4
2026-02-16T09:04:56.653703,SITE-100,humidity,87.87,%,59.5
2026-02-16T09:19:56.653703,SITE-100,humidity,85.28,%,63.0
2026-02-16T09:34:56.653703,SITE-100,humidity,86.52,%,61.3
2026-02-16T09:49:56.653703,SITE-100,humidity,85.54,%,62.6
2026-02-16T10:04:56.653703,SITE-100,humidity,84.9,%,63.5
2026-02-16T10:19:56.653703,SITE-100,humidity,84.72,%,63.7
2026-02-09T10:34:56.653703,SITE-100,pressure,1019.49,hPa,76.3
2026-02-09T10:49:56.653703,SITE-100,pressure,1021.05,hPa,72.4
2026-02-09T11:04:56.653703,SITE-100,pressure,1021.41,hPa,71.5
2026-02-09T11:19:56.653703,SITE-100,pressure,1020.42,hPa,74.0
2026-02-09T11:34:56.653703,SITE-100,pressure,1021.22,hPa,71.9
2026-02-09T11:49:56.653703,SITE-100,pressure,1022.01,hPa,70.0
2026-02-09T12:04:56.653703,SITE-100,pressure,1021.37,hPa,71.6
2026-02-09T12:19:56.653703,SITE-100,pressure,1020.67,hPa,73.3
2026-02-09T12:34:56.653703,SITE-100,pressure,1021.33,hPa,71.7
2026-02-09T12:49:56.653703,SITE-100,pressure,1019.58,hPa,76.0
2026-02-09T13:04:56.653703,SITE-100,pressure,1021.19,hPa,72.0
2026-02-09T13:19:56.653703,SITE-100,pressure,1022.19,hPa,69.5
2026-02-09T13:34:56.653703,SITE-100,pressure,1021.28,hPa,71.8
2026-02-09T13:49:56.653703,SITE-100,pressure,1022.97,hPa,67.6
2026-02-09T14:04:56.653703,SITE-100,pressure,1021.87,hPa,70.3
